product_id,product_slug,product_name,brand_name,brand_slug,current_origin_categories,proposed_origin,confidence,source,action
63329,3w-clinic-collagen-luxury-24k-gold-anti-wrinkle-ampoule-55ml,3W Clinic Collagen &amp; Luxury 24K Gold Anti Wrinkle Ampoule 55ml,3W Clinic,3w-clinic,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63335,3w-clinic-collagen-retinol-ball-eye-serum-30ml,3W Clinic Collagen Retinol Ball Eye Serum 30ml,3W Clinic,3w-clinic,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63337,3w-clinic-vitamin-c-foam-cleansing-100-ml,3W Clinic Vitamin C Foam Cleansing 100 ml,3W Clinic,3w-clinic,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63339,3w-clinic-collagen-luxury-gold-cream-100ml,3W Clinic Collagen &#038; Luxury Gold Cream 100ml,3W Clinic,3w-clinic,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
74042,3w-clinic-black-bean-vitalizing-shampoo-500ml,3W Clinic black Bean Vitalizing Shampoo 500ml,3W Clinic,3w-clinic,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
92806,3w-clinic-rose-eye-cream-40ml,3W Clinic Rose Eye Cream 40ml,3W Clinic,3w-clinic,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
92808,3w-clinic-collagen-amp-luxury-gold-revitalizing-comfort-gold-essence-150ml,3W Clinic Collagen &amp; Luxury Gold Revitalizing Comfort Gold Essence 150ml,3W Clinic,3w-clinic,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59421,abib-glutathiosome-dark-spot-serum-vita-drop-50ml,Abib Glutathiosome Dark Spot Serum Vita Drop 50ml,Abib,abib,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59424,abib-heartleaf-teca-capsule-serum-50ml,ABIB Heartleaf TECA Capsule Serum 50ml,Abib,abib,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62222,abib-heartleaf-teca-capsule-serum-calming-drop-50-ml,Abib Heartleaf TECA Capsule Serum Calming Drop 50 ml,Abib,abib,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62320,abib-pore-cleansing-oil-heartleaf-oil-wash-200ml,Abib PORE CLEANSING OIL HEARTLEAF OIL-WASH 200ml,Abib,abib,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62905,abib-jericho-rose-bifida-serum-firming-drop-50ml,Abib Jericho rose bifida serum firming drop 50ml,Abib,abib,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62907,abib-yuja-essence-vitalizing-pump-50ml,Abib YUJA ESSENCE VITALIZING PUMP 50ml,Abib,abib,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62909,abib-acne-foam-cleanser-heartleaf-foam-150ml,Abib Acne foam cleanser Heartleaf foam 150ml,Abib,abib,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63031,abib-protective-lip-balm-block-stick-spf15-3-3g,Abib Protective lip balm Block stick SPF15 3.3g,Abib,abib,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63229,abib-airy-sunstick-smoothing-bar-23g,Abib Airy Sunstick Smoothing Bar 23g,Abib,abib,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63261,abib-sedum-hyaluron-sunscreen-protection-tube-50ml,Abib Sedum Hyaluron Sunscreen Protection Tube 50ml,Abib,abib,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63557,abib-tone-up-sunstick-silky-bar-spf50-pa-20g,Abib Tone-Up Sunstick Silky Bar SPF50+ PA++++ 20g,Abib,abib,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
74046,abib-quick-sunstick-protection-bar-spf50-pa-22g,Abib Quick Sunstick Protection Bar SPF50+ PA++++ 22g,Abib,abib,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
74048,absolute-new-york-click-cover-concealer-mfcc14-cc-green,Absolute New York Click Cover Concealer MFCC14 CC Green,Absolute New York,absolute-new-york,,usa,safe,known_usa_brand,dry_run_assign_pa_origin
3750,acwell-licorice-ph-balancing-cleansing-toner,ACWELL Licorice pH Balancing Cleansing Toner,Acwell,acwell,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
92930,acwell-licorice-ph-balancing-cleansing-toner-150ml,Acwell Licorice pH Balancing Cleansing Toner 150ml,Acwell,acwell,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
92980,acwell-licorice-ph-balancing-cleansing-toner-30ml,ACWELL Licorice pH Balancing Cleansing Toner 30ml,Acwell,acwell,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60278,aestura-atobarrier-365-cream-30-ml,AESTURA Atobarrier 365 Cream 30 ml,AESTURA,aestura,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60406,aestura-atobarrier-365-hydro-essence-25-ml,AESTURA Atobarrier 365 Hydro Essence 25 ml,AESTURA,aestura,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60586,aestura-atobarrier-365-lotion-30-ml,AESTURA Atobarrier 365 Lotion 30 ml,AESTURA,aestura,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61778,aestura-atobarrier-365-hydro-soothing-cream-30-ml,AESTURA Atobarrier 365 Hydro Soothing Cream 30 ml,AESTURA,aestura,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62664,aestura-atobarrier-365-cream-80ml,AESTURA Atobarrier 365 Cream 80ml,AESTURA,aestura,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63307,ahc-natural-perfection-double-shield-sun-stick-22g-spf50-pa,AHC Natural Perfection Double Shield Sun Stick &#8211; 22g (SPF50+ PA++++),AHC,ahc,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63251,amplen-vc-shot-ampoule-30ml,AMPLE:N VC Shot Ampoule 30ml,Ample-N,ample-n,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
74512,honey-ex-deep-moist-hair-oil-100ml,&Honey Ex Deep Moist Hair Oil 100ml,&amp;Honey,andhoney,,japan,safe,known_j_beauty_brand,dry_run_assign_pa_origin
74514,honey-deep-moist-hair-oil-3-0-100ml,& Honey Deep Moist Hair Oil 3.0 100ml,&amp;Honey,andhoney,,japan,safe,known_j_beauty_brand,dry_run_assign_pa_origin
74516,honey-melty-moist-repair-hair-treatment-oil-100ml,&Honey Melty Moist Repair Hair Treatment Oil 100ml,&amp;Honey,andhoney,,japan,safe,known_j_beauty_brand,dry_run_assign_pa_origin
60362,anjo-professional-24k-gold-foam-cleansing-100-ml,Anjo Professional 24K Gold Foam Cleansing 100 ml,Anjo,anjo,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60382,anjo-professional-24k-gold-heritage-ampoule-90-ml,Anjo Professional 24K Gold Heritage Ampoule 90 ml,Anjo,anjo,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60727,anjo-professional-24k-gold-skin-care-6-set,Anjo Professional 24K Gold Skin Care 6 Set,Anjo,anjo,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60843,anjo-24k-gold-cream-50-g,Anjo 24K Gold Cream 50 g,Anjo,anjo,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
53306,anua-heartleaf-77-soothing-toner-250ml,ANUA Heartleaf 77% Soothing Toner 250ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
53311,anua-heartleaf-77-soothing-toner-40ml,ANUA Heartleaf 77% Soothing Toner 40ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
53339,anua-heartleaf-pore-control-cleansing-oil-200ml-2,Anua Heartleaf Pore Control Cleansing Oil 200ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
53342,anua-heartleaf-pore-control-cleansing-oil-mini-20ml,Anua Heartleaf Pore Control Cleansing Oil Mini 20ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
57100,anua-peach-77-niacin-essence-toner-250ml,Anua Peach 77 Niacin Essence Toner 250ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
57102,anua-peach-77-niacin-enriched-cream-50ml,Anua Peach 77 Niacin Enriched Cream 50ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
57118,anua-peach-77-niacin-conditioning-milk-150ml,Anua Peach 77 Niacin Conditioning Milk 150ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
57122,anua-heartleaf-soothing-trial-kit-4-item,Anua Heartleaf Soothing Trial Kit 4 item,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
57127,anua-peach-70-niacinamide-serum-30ml,Anua Peach 70 Niacinamide Serum 30ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
57150,anua-niacinamide-10-txa-4-serum-30ml,Anua Niacinamide 10% + TXA 4% Serum 30ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
57471,anua-heartleaf-pore-control-cleansing-oil-200ml-mild,Anua Heartleaf Pore Control Cleansing Oil 200ml mild,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
58117,anua-bha-2-gentle-exfoliating-toner-150ml,Anua BHA 2% Gentle Exfoliating Toner 150ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
58823,mini-skincare-set-4-pcs,Mini Skincare Set 4 pcs,Anua,anua,,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59104,anua-8-hyaluronic-acid-hydrating-gentle-foaming-cleanser-150ml,ANUA 8 HYALURONIC ACID HYDRATING GENTLE FOAMING CLEANSER 150ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59185,anua-rice-70-glow-milky-toner-250-ml,Anua Rice 70 Glow Milky Toner 250 ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59642,anua-birch-70-moisture-boosting-toner-250ml,Anua Birch 70% Moisture Boosting Toner 250ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59645,anua-heartleaf-70-daily-lotion-200ml,Anua Heartleaf 70% Daily Lotion 200ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59653,anua-birch-70-moisture-boosting-serum-30ml,Anua Birch 70% Moisture Boosting serum 30ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59677,anua-retinol-0-3-niacin-renewing-serum-30ml,Anua Retinol 0.3% + Niacin Renewing Serum 30ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59682,anua-heartleaf-80-soothing-ampoule-30ml,Anua Heartleaf 80% Soothing Ampoule 30ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59683,anua-3-ceramide-panthenol-moisture-barrier-cream-100ml,Anua 3 Ceramide Panthenol Moisture Barrier Cream 100ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59687,anua-birch-70-moisture-boosting-cream-50ml,Anua Birch 70 Moisture Boosting Cream 50ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59692,anua-heartleaf-70-intense-calming-cream-50ml,ANUA Heartleaf 70% Intense Calming Cream 50ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59703,anua-heartleaf-70-soothing-cream-100ml,ANUA Heartleaf 70% Soothing Cream 100ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59708,anua-heartleaf-centella-red-spot-cream-30g,Anua Heartleaf Centella Red Spot Cream 30g,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59713,anua-heartleaf-pore-clay-pack-100ml,ANUA Heartleaf Pore Clay Pack 100ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59717,anua-heartleaf-lha-moisture-peeling-gel-120ml,ANUA Heartleaf LHA Moisture Peeling Gel 120ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59719,anua-heartleaf-77-clear-pad-70ea,ANUA Heartleaf 77 Clear Pad 70ea,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59722,anua-heartleaf-silky-moisture-sunscreen-50ml,ANUA Heartleaf Silky Moisture Sunscreen 50ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59725,anua-ultra-thin-spot-cover-patch-75-patches,ANUA Ultra-Thin Spot Cover Patch 75 patches,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59929,anua-azelaic-acid-10-hyaluron-redness-soothing-serum-30ml,Anua Azelaic Acid 10 Hyaluron Redness Soothing Serum 30ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
59933,anua-7-rice-ceramide-hydrating-barrier-serum-50ml,ANUA 7 Rice Ceramide Hydrating Barrier Serum 50ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60013,anua-azelaic-acid-10-hyaluron-redness-soothing-serum-10ml-mini,ANUA Azelaic Acid 10 Hyaluron Redness Soothing Serum 10ml Mini,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60020,anua-niacinamide-10-txa-4-serum-10ml-mini,ANUA NIACINAMIDE 10% + TXA 4% SERUM 10ml mini,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60520,anua-airy-sun-cream-spf50pa-50-ml,Anua Airy Sun Cream SPF50+PA++++ 50 ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
60754,anua-heartleaf-pore-control-double-cleansing-combo,Anua Heartleaf Pore Control Double Cleansing Combo,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61858,anua-pdrn-hyaluronic-acid-100-moisturizing-cream-60ml,Anua PDRN Hyaluronic Acid 100 Moisturizing Cream 60ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61882,anua-8-hyaluronic-acid-moisturizing-gentle-gel-cleanser-150ml,[ANUA] 8 HYALURONIC ACID MOISTURIZING GENTLE GEL CLEANSER 150ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61940,anua-zero-cast-moisturizing-finish-sunscreen-50ml,ANUA ZERO CAST MOISTURIZING FINISH SUNSCREEN 50ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61942,anua-pdrn-100-hyaluronic-acid-booster-toner-250ml,ANUA PDRN 100 HYALURONIC ACID BOOSTER TONER 250ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61944,anua-azelaic-acid-3-cica-skin-clarifying-toner-250ml,ANUA AZELAIC ACID 3 CICA SKIN CLARIFYING TONER 250ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
61946,anua-peach-niacin-spread-cleansing-foam-150ml,ANUA PEACH NIACIN SPREAD CLEANSING FOAM 150ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62068,anua-rice-70-glow-milky-toner-40ml,Anua Rice 70 Glow Milky Toner 40ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62564,anua-rice-70-intensive-moisturizing-milk-150ml,ANUA RICE 70 INTENSIVE MOISTURIZING MILK 150ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62789,anua-birch-moisture-boosting-pad-160ml-70ea,Anua Birch Moisture Boosting Pad 160ml (70ea),Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
62911,anua-airy-sun-cream-50ml,ANUA AIRY SUN CREAM 50ml,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
63003,anua-heartleaf-70-daily-lotion-20ml-mini-size,ANUA HEARTLEAF 70% DAILY LOTION 20ML MINI SIZE,Anua,anua,k-beauty-j-beauty|korean-beauty,korea,safe,known_k_beauty_brand,dry_run_assign_pa_origin
