reason,product_id,product_title,current_brand,proposed_brand,brand_change,current_size_attr,proposed_size,size_note,confidence,action,classify_reason
missing_size,37147,"Maybelline Fit Me Concealer 10 Fair",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37161,"Maybelline Age Rewind Concealer 110 Fair",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37166,"Maybelline Fit Me Dewy+Smooth Foundation - 230 Natural Buff",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37175,"Maybelline Instant Age Rewind Eraser Dark Circles Treatment Concealer 110 Fair",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37181,"Maybelline Fit Me Dewy+Smooth Foundation- Porcelain 110",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37190,"Maybelline Fit Me Matte + Poreless Foundation- Tofee 330",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37197,"Maybelline Fit Me Matte+Poreless Pressed Powder - Sun Beige 310",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37205,"Maybelline Fit Me Matte+Poreless Pressed Powder - Natural Buff 230",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37217,"Maybelline Instant Age Rewind Eraser Dark Circles Treatment Concealer 100 Ivory",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37229,"Maybelline Fit Me Set+Smooth Pressed Powder - Golden Beige 240",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37235,"Maybelline Dream Liquid Mousse Foundation- Pure Beige 70",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37241,"Maybelline Master Fix By Face Studio",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37246,"Maybelline Fit Me Matte+Poreless Pressed Powder",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37253,"Maybelline Fit Me Dewy+Smooth Foundation- Ivory 115",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37264,"Maybelline Dream Liquid Mousse Foundation- Porecelain Ivory 10 (Light 1)",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37277,"Maybelline Expert Wear Eyeshadow Quads 07Q Luminous Lilacs",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37289,"Maybelline Fit Me Set+Smooth Pressed Powder",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37292,"Maybelline Color Elixir Lip Gloss-Radiant Ruby",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37295,"Maybelline Color Elixir Lip Gloss-Opalescent Orchid",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37298,"Maybelline Fit Me Dewy+Smooth Foundation- Golden Beige 240",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37301,"Maybelline Fit Me Dewy+Smooth Foundation- Nude Beige 125",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37307,"Maybelline Fit Me Matte + Poreless Foundation- True Beige 222",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37310,"Maybelline Fit Me Set+Smooth Pressed Powder - Medium Buff 225",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37319,"Maybelline Master Smoky Scorching- Brown",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,37992,"Nair Hair Remover Body 20 Wax Strips",Aveeno,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38003,"Nair Facial Wax Strips, Pack of 12",Aveeno,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38109,"Pond’s Super Light Gel Moisturiser",Ponds,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38113,"Nature Republic Soothing & Moisture Aloe Vera 92% Soothing Gel","Nature Republic",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38145,"Skin Cafe Organic Extra Virgin Olive Oil",Unilever,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38172,"Jigott Natural Aloe Vera Moisture Soothing Gel",Jigott,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38175,"Jigott Whitening Activated Cream",Jigott,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38184,"NIVEA Soft Light Moisturising Cream (Jar)",Nivea,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38187,"Some By Mi AHA.BHA.PHA 30 Days Miracle Cream","Some By Mi",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38190,"Neko Mao Rejuvenation Premium Gold Brightening Cream",Skincafe,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38196,"Neko Mao Whitening Cream Bright Skin",Nekoma,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38212,"Jigott Turmeric Moisturizing Soothing Gel",Jigott,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38275,"FarmStay Aloe Vera Moisture Soothing Gel",Farmstay,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,38295,"NEOGEN - Dermalogy Black Energy Cream",NEOGEN,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,43762,"Cos De BAHA Alcohol Free Acne Treatment Intensive Facial Serum (AC) 30","Cos De Baha",,no,,60ml,"extracted from product slug: cos-de-baha-alcohol-free-acne-treatment-intensive-facial-serum-ac-60ml",medium,manual_review_size_from_slug,"size found in slug but not title; human should verify before applying"
missing_size,48655,"Vaseline Lip Therapy - Rosy Lips",vaseline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,48689,"Vaseline Body Lotion Intensive Care Cocoa Radiant",vaseline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,48722,"Vaseline Intensive Care Cocoa Glow Body Cream",vaseline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,50505,"IUNIK Centella Calming Vegan Moisture SPF 50+ PA++++",iUNIK,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,50616,"Innisfree Volcanic Pore BHA Cleansing Foam 150m",innisfree,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,50863,"KAO BIORE UV Watery Gel SPF 50+ PA++++ Aqua Rich Cool - Ultimate Sun Protection for Everyday Use",Biore,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,50878,"PURITO SEOUL Wonder Releaf Centella Eye Cream Unscented","Purito Seoul",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,50881,"Rohto Mentholatum Hada Labo Shirojyun Premium Whitening Lotion 170m - light","Rohto Mentholatum",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,51079,"Dabo GOLD MY JIN Korea Red Ginseng Aqua Wrinkle & Whitening Cream",Dabo,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,51673,"Isntree Onion newpair Sunscreen SPF40 PA+++",ISNTREE,,no,,50ml,"extracted from product slug: isntree-onion-newpair-sunscreen-50ml-spf40-pa",medium,manual_review_size_from_slug,"size found in slug but not title; human should verify before applying"
missing_size,51687,"Isntree Hyaluronic Acid Airy Sun Stick SPF 50+ PA++++",ISNTREE,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,51704,"Cosrx The Retinol 0.1 Cream",Cosrx,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,56306,"MIXSOON Bean Cleansing Oil 195m",Mixsoon,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,58014,"Mary & May Niacinanide Vitamin C Brightening Mask 30ea","Mary &amp; May",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,58027,"Mary&May Premium Idebenon Blackberry Complex Essence Mask 20EA","Mary &amp; May",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,58663,"Makeup Revolution 10% Niacinamide and 1% Zinc Blemish & Pore Serum",Medicube,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,59223,"APLB Collagen EGF Peptide E Beauty Tablet",APLB,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,59719,"ANUA Heartleaf 77 Clear Pad 70ea",Anua,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60087,"Dabo First Solution Mask Pack (Sheet Mask) - HYALURONIC",Dabo,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60089,"Dabo First Solution Mask Pack (Sheet Mask) - COLLAGEN",Dabo,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60097,"Dabo First Solution Mask Pack (Sheet Mask) - WHITE PEARL",Dabo,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60103,"Nature Skin Brightening UV Protection Multi Sun Cream SPF 50+ PA+++","Nature Skin",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60142,"Dabo First Solution Mask Pack (Sheet Mask) - TEA TREE",Dabo,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60152,"Dabo First Solution Mask Pack (Sheet Mask) - SNAIL GOLD",Dabo,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60154,"Dabo First Solution Mask Pack (Sheet Mask) - CUCUMBER",Dabo,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60158,"Dabo First Solution Mask Pack (Sheet Mask) - ROSE",Dabo,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60162,"Dabo First Solution Mask Pack (Sheet Mask) - LEMON",Dabo,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60168,"Nature Skin CICA Calming Tone Up Sun Cream SPF50+ PA+++","Nature Skin",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60186,"Dabo First Solution Mask Pack (Sheet Mask) - GREEN TEA",Dabo,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60202,"Dabo First Solution Mask Pack (Sheet Mask) - ALOEVERA",Dabo,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60216,"DABO 7 in 1 Moisture Sherbet Cream",Dabo,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60226,"Dabo Make Up No Sebum Rose Pact SPF36 PA+++ 23 Medium",Dabo,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60354,"Korean Electric Bed Heater","Korean Home Acc.",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60400,"DABO 7 in 1 Nutrition Amino Cream",Dabo,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60458,"Clean Lab Rubber Gloves -Pink Large","Clean Lab",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60590,"Double-Layered Korean Comforter - Soft, Warm, and Elegant","Korean Home Acc.",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60592,"Double-Layered Korean Blanket - Soft, Warm, and Elegant","Korean Home Acc.",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60627,"Enguun Mask Pack -Sheet Mask - VITAMIN C",Enguun,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60629,"Enguun Mask Pack -Sheet Mask - HYALURONIC ACID",Enguun,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60631,"Enguun Mask Pack -Sheet Mask - HEART LEAF",Enguun,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60633,"Enguun Mask Pack -Sheet Mask - COLLAGEN",Enguun,,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,60677,"Maxim Maxim White Gold Coffee Mix 100 Sticks",Maxim,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60699,"Kerasys Amino Acid & Protein Permanent Hair Color - NATURAL BLACK",Kerasys,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60727,"Anjo Professional 24K Gold Skin Care 6 Set",Anjo,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60779,"Dr. Gilla Revitaluxe Hydration Enhancer Egf Mask 25","Dr. Gilla",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,60831,"Essance Pearl Whitening Cream And Toner",Essance,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
